confirmed_absence_id,canonical_account_id,fiscal_year,stage,amount_type,component,source_document_id,evidence,confirmed_date,replaces_observation_id
CA-0088,ACC-NSF-MREFC,2019,President's Budget,supplemental,,SRC-CRPT-115HRPT704,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 President's Budget; read by OCR of every table page; Title III pp.128-129 read from the page images",2026-09-25,OBS-0875
CA-0089,ACC-NSF-MREFC,2019,House Reported,supplemental,,SRC-CRPT-115HRPT704,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 House Reported; read by OCR of every table page; Title III pp.128-129 read from the page images",2026-09-25,OBS-0874
CA-0090,ACC-NSF-MREFC,2019,Senate Reported,supplemental,,SRC-CRPT-115SRPT275,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.152-161: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Senate Reported; read by text layer",2026-09-25,OBS-0873
CA-0091,ACC-NSF-MREFC,2019,Enacted,supplemental,,SRC-CRPT-116HRPT101,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Enacted; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0872
CA-0092,ACC-NSF-MREFC,2020,President's Budget,supplemental,,SRC-CRPT-116HRPT101,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 President's Budget; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0871
CA-0093,ACC-NSF-MREFC,2020,House Reported,supplemental,,SRC-CRPT-116HRPT101,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 House Reported; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0870
CA-0094,ACC-NSF-MREFC,2020,Senate Reported,supplemental,,SRC-CRPT-116SRPT127,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.186-195: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Senate Reported; read by text layer",2026-09-25,OBS-0869
CA-0095,ACC-NSF-MREFC,2020,Enacted,supplemental,,SRC-CRPT-116HRPT455,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Enacted; read by OCR of every table page; Title III pp.187-188 read from the page images",2026-09-25,OBS-0868
CA-0096,ACC-NSF-MREFC,2021,President's Budget,supplemental,,SRC-CRPT-116HRPT455,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 President's Budget; read by OCR of every table page; Title III pp.187-188 read from the page images",2026-09-25,OBS-0867
CA-0097,ACC-NSF-MREFC,2021,House Reported,supplemental,,SRC-CRPT-116HRPT455,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 House Reported; read by OCR of every table page; Title III pp.187-188 read from the page images",2026-09-25,OBS-0866
CA-0098,ACC-NSF-MREFC,2021,Enacted,supplemental,,SRC-CRPT-117HRPT97,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 Enacted; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0864
CA-0099,ACC-NSF-MREFC,2022,President's Budget,supplemental,,SRC-CRPT-117HRPT97,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 President's Budget; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0863
CA-0100,ACC-NSF-MREFC,2022,House Reported,supplemental,,SRC-CRPT-117HRPT97,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0862
CA-0101,ACC-NSF-MREFC,2023,President's Budget,supplemental,,SRC-CRPT-117HRPT395,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images",2026-09-25,OBS-0859
CA-0102,ACC-NSF-MREFC,2023,House Reported,supplemental,,SRC-CRPT-117HRPT395,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images",2026-09-25,OBS-0858
CA-0103,ACC-NSF-MREFC,2023,Enacted,supplemental,,SRC-CRPT-118SRPT62,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 Enacted; read by text layer",2026-09-25,OBS-0856
CA-0104,ACC-NSF-MREFC,2024,President's Budget,supplemental,,SRC-CRPT-118SRPT62,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 President's Budget; read by text layer",2026-09-25,OBS-0855
CA-0105,ACC-NSF-MREFC,2024,Senate Reported,supplemental,,SRC-CRPT-118SRPT62,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 Senate Reported; read by text layer",2026-09-25,OBS-0853
CA-0106,ACC-NSF-MREFC,2025,Senate Reported,supplemental,,SRC-CRPT-118SRPT198,Major Research Equipment and Facilities Construction (emergency) is printed on p.228; its Committee recommendation cell is blank (text layer); no other Major Research Equipment and Facilities Construction (emergency) line in the table (pp.220-231),2026-09-25,OBS-0849
CA-0107,ACC-NSF-MREFC,2026,Senate Reported,supplemental,,SRC-CRPT-119SRPT44,Major Research Equipment and Facilities Construction (emergency) is printed on p.218; its Committee recommendation cell is blank (text layer); no other Major Research Equipment and Facilities Construction (emergency) line in the table (pp.211-223),2026-09-25,OBS-0845
CA-0108,ACC-NSF-RRA,2017,President's Budget,supplemental,,SRC-CRPT-114HRPT605,"No Research and related activities (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 President's Budget; read by OCR of every table page; Title III pp.114-115 read from the page images",2026-09-25,OBS-0803
CA-0109,ACC-NSF-RRA,2017,House Reported,supplemental,,SRC-CRPT-114HRPT605,"No Research and related activities (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 House Reported; read by OCR of every table page; Title III pp.114-115 read from the page images",2026-09-25,OBS-0802
CA-0110,ACC-NSF-RRA,2017,Senate Reported,supplemental,,SRC-CRPT-114SRPT239,"No Research and related activities (emergency) line anywhere in the comparative table (pp.134-141: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Senate Reported; read by text layer",2026-09-25,OBS-0801
CA-0111,ACC-NSF-RRA,2017,Enacted,supplemental,,SRC-CRPT-115HRPT231,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Enacted; read by OCR of every table page; Title III pp.120-121 read from the page images; the table's FY 2017 Enacted emergency total is the unnamed NASA line alone",2026-09-25,OBS-0800
CA-0112,ACC-NSF-RRA,2018,President's Budget,supplemental,,SRC-CRPT-115HRPT231,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 President's Budget; read by OCR of every table page; Title III pp.120-121 read from the page images",2026-09-25,OBS-0799
CA-0113,ACC-NSF-RRA,2018,House Reported,supplemental,,SRC-CRPT-115HRPT231,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 House Reported; read by OCR of every table page; Title III pp.120-121 read from the page images",2026-09-25,OBS-0798
CA-0114,ACC-NSF-RRA,2018,Senate Reported,supplemental,,SRC-CRPT-115SRPT139,"No Research and related activities (emergency) line anywhere in the comparative table (pp.135-143: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Senate Reported; read by text layer",2026-09-25,OBS-0797
CA-0115,ACC-NSF-RRA,2019,President's Budget,supplemental,,SRC-CRPT-115HRPT704,"No Research and related activities (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 President's Budget; read by OCR of every table page; Title III pp.128-129 read from the page images",2026-09-25,OBS-0795
CA-0116,ACC-NSF-RRA,2019,House Reported,supplemental,,SRC-CRPT-115HRPT704,"No Research and related activities (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 House Reported; read by OCR of every table page; Title III pp.128-129 read from the page images",2026-09-25,OBS-0794
CA-0117,ACC-NSF-RRA,2019,Senate Reported,supplemental,,SRC-CRPT-115SRPT275,"the only Research and Related Activities (emergency) line (p.161, P.L. 115-123 section) prints a figure in the 2018 appropriation column only; its Committee recommendation cell is blank (text layer); no other Research and related activities (emergency) line in the table (pp.152-161)",2026-09-25,OBS-0793
CA-0118,ACC-NSF-RRA,2019,Enacted,supplemental,,SRC-CRPT-116HRPT101,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Enacted; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0792
CA-0119,ACC-NSF-RRA,2020,President's Budget,supplemental,,SRC-CRPT-116HRPT101,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 President's Budget; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0791
CA-0120,ACC-NSF-RRA,2020,House Reported,supplemental,,SRC-CRPT-116HRPT101,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 House Reported; read by OCR of every table page; Title III pp.148-149 read from the page images",2026-09-25,OBS-0790
CA-0121,ACC-NSF-RRA,2020,Senate Reported,supplemental,,SRC-CRPT-116SRPT127,"No Research and related activities (emergency) line anywhere in the comparative table (pp.186-195: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Senate Reported; read by text layer",2026-09-25,OBS-0789
CA-0122,ACC-NSF-RRA,2021,President's Budget,supplemental,,SRC-CRPT-116HRPT455,"No Research and related activities (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 President's Budget; read by OCR of every table page; Title III pp.187-188 read from the page images",2026-09-25,OBS-0787
CA-0123,ACC-NSF-RRA,2021,House Reported,supplemental,,SRC-CRPT-116HRPT455,"No Research and related activities (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 House Reported; read by OCR of every table page; Title III pp.187-188 read from the page images",2026-09-25,OBS-0786
CA-0124,ACC-NSF-RRA,2021,Enacted,supplemental,,SRC-CRPT-117HRPT97,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 Enacted; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0784
CA-0125,ACC-NSF-RRA,2022,President's Budget,supplemental,,SRC-CRPT-117HRPT97,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 President's Budget; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0783
CA-0126,ACC-NSF-RRA,2022,House Reported,supplemental,,SRC-CRPT-117HRPT97,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images",2026-09-25,OBS-0782
CA-0127,ACC-NSF-RRA,2022,Enacted,supplemental,,SRC-CRPT-117HRPT395,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 Enacted; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images",2026-09-25,OBS-0780
CA-0128,ACC-NSF-RRA,2023,President's Budget,supplemental,,SRC-CRPT-117HRPT395,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images",2026-09-25,OBS-0779
CA-0129,ACC-NSF-RRA,2023,House Reported,supplemental,,SRC-CRPT-117HRPT395,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images",2026-09-25,OBS-0778
CA-0130,ACC-NSF-RRA,2024,President's Budget,supplemental,,SRC-CRPT-118SRPT62,Research and related activities (emergency) is printed on p.219; its Budget estimate cell is blank (text layer); no other Research and related activities (emergency) line in the table (pp.212-225),2026-09-25,OBS-0775
CA-0131,ACC-NSF-RRA,2024,Enacted,supplemental,,SRC-CRPT-118HRPT582,"No Research and related activities (emergency) line anywhere in the comparative table (pp.235-251: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 Enacted; read by OCR of every table page; Title III pp.247-248 read from the page images",2026-09-25,OBS-0772
CA-0132,ACC-NSF-RRA,2025,House Reported,supplemental,,SRC-CRPT-118HRPT582,"No Research and related activities (emergency) line anywhere in the comparative table (pp.235-251: Title III, Title V General Provisions and any Other Appropriations sections) for FY2025 House Reported; read by OCR of every table page; Title III pp.247-248 read from the page images",2026-09-25,OBS-0770
CA-0133,ACC-NSF-RRA,2025,Enacted,supplemental,,SRC-CRPT-119HRPT272,"No Research and related activities (emergency) line anywhere in the comparative table (pp.244-262: Title III, Title V General Provisions and any Other Appropriations sections) for FY2025 Enacted; read by OCR of every table page; Title III pp.256-257 read from the page images",2026-09-25,OBS-0768
