verdict,kind,observation_id,canonical_account_id,fiscal_year,stage,amount_type,source_document_id,source_page,evidence
ABSENT_NO_LINE,$0 supplemental observation,OBS-0586,ACC-NASA-EXPLORATION,2022,House Reported,supplemental,SRC-CRPT-117HRPT97,213-214,"No Exploration (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0584,ACC-NASA-EXPLORATION,2022,Enacted,supplemental,SRC-CRPT-117HRPT395,219-220,"No Exploration (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 Enacted; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0583,ACC-NASA-EXPLORATION,2023,President's Budget,supplemental,SRC-CRPT-117HRPT395,219-220,"No Exploration (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0582,ACC-NASA-EXPLORATION,2023,House Reported,supplemental,SRC-CRPT-117HRPT395,219-220,"No Exploration (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2017,President's Budget,rescission,SRC-CRPT-114HRPT605,114-115,"No Space Operations rescission line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 President's Budget; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2017,House Reported,rescission,SRC-CRPT-114HRPT605,114-115,"No Space Operations rescission line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 House Reported; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2017,Senate Reported,rescission,SRC-CRPT-114SRPT239,139-140,"No Space Operations rescission line anywhere in the comparative table (pp.134-141: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Senate Reported; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2017,Enacted,rescission,SRC-CRPT-115HRPT231,120-121,"No Space Operations rescission line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Enacted; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2018,President's Budget,rescission,SRC-CRPT-115HRPT231,120-121,"No Space Operations rescission line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 President's Budget; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2018,House Reported,rescission,SRC-CRPT-115HRPT231,120-121,"No Space Operations rescission line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 House Reported; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2018,Senate Reported,rescission,SRC-CRPT-115SRPT139,140-141,"No Space Operations rescission line anywhere in the comparative table (pp.135-143: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Senate Reported; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2018,Enacted,rescission,SRC-CRPT-115HRPT704,128-129,"No Space Operations rescission line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Enacted; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2019,House Reported,rescission,SRC-CRPT-115HRPT704,128-129,"No Space Operations rescission line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 House Reported; read by OCR of every table page; Title III pp.128-129 read from the page images; the unnamed 'NASA closeouts (rescission)' line on p.132 prints '---' in the Bill column"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2020,President's Budget,rescission,SRC-CRPT-116HRPT101,148-149,"No Space Operations rescission line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 President's Budget; read by OCR of every table page; Title III pp.148-149 read from the page images; the unnamed 'NASA closeouts (rescission)' line on p.152 prints '---' in the FY 2020 Request column"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2020,House Reported,rescission,SRC-CRPT-116HRPT101,148-149,"No Space Operations rescission line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 House Reported; read by OCR of every table page; Title III pp.148-149 read from the page images; the unnamed 'NASA closeouts (rescission)' line on p.152 prints '---' in the Bill column"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2020,Senate Reported,rescission,SRC-CRPT-116SRPT127,191-192,"No Space Operations rescission line anywhere in the comparative table (pp.186-195: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Senate Reported; read by text layer; the only NASA rescission in the Committee recommendation column is 'NASA Science (rescission) -70,000' (p.193)"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2020,Enacted,rescission,SRC-CRPT-116HRPT455,187-188,"No Space Operations rescission line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Enacted; read by OCR of every table page; Title III pp.187-188 read from the page images; the only NASA rescission in the FY 2020 Enacted column is 'NASA Science (rescission) -70,000' (p.191)"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2021,President's Budget,rescission,SRC-CRPT-116HRPT455,187-188,"No Space Operations rescission line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 President's Budget; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2021,House Reported,rescission,SRC-CRPT-116HRPT455,187-188,"No Space Operations rescission line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 House Reported; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2021,Enacted,rescission,SRC-CRPT-117HRPT97,213-214,"No Space Operations rescission line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 Enacted; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2022,President's Budget,rescission,SRC-CRPT-117HRPT97,213-214,"No Space Operations rescission line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 President's Budget; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2022,House Reported,rescission,SRC-CRPT-117HRPT97,213-214,"No Space Operations rescission line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2022,Enacted,rescission,SRC-CRPT-117HRPT395,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 Enacted; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2023,President's Budget,rescission,SRC-CRPT-117HRPT395,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2023,House Reported,rescission,SRC-CRPT-117HRPT395,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2023,Enacted,rescission,SRC-CRPT-118SRPT62,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 Enacted; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2024,President's Budget,rescission,SRC-CRPT-118SRPT62,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 President's Budget; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2024,Senate Reported,rescission,SRC-CRPT-118SRPT62,219-220,"No Space Operations rescission line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 Senate Reported; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2025,Enacted,rescission,SRC-CRPT-119HRPT272,256-257,"No Space Operations rescission line anywhere in the comparative table (pp.244-262: Title III, Title V General Provisions and any Other Appropriations sections) for FY2025 Enacted; read by OCR of every table page; Title III pp.256-257 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2026,President's Budget,rescission,SRC-EXPL-FY2026-PB,128-130,"No Space Operations rescission line anywhere in the comparative table (pp.116-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2026 President's Budget; read by the uploaded copy fy26_cjs_jes.pdf (same title and cited values; not byte-compared with the rules.house.gov file, which this environment can't reach): OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2026,House Reported,rescission,SRC-CRPT-119HRPT272,256-257,"No Space Operations rescission line anywhere in the comparative table (pp.244-262: Title III, Title V General Provisions and any Other Appropriations sections) for FY2026 House Reported; read by OCR of every table page; Title III pp.256-257 read from the page images"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2026,Senate Reported,rescission,SRC-CRPT-119SRPT44,217-219,"No Space Operations rescission line anywhere in the comparative table (pp.211-223: Title III, Title V General Provisions and any Other Appropriations sections) for FY2026 Senate Reported; read by text layer"
ABSENT_NO_LINE,missing rescission cell,,ACC-NASA-SPACEOPS,2026,Enacted,rescission,SRC-EXPL-FY2026-PB,128-130,"No Space Operations rescission line anywhere in the comparative table (pp.116-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2026 Enacted; read by the uploaded copy fy26_cjs_jes.pdf (same title and cited values; not byte-compared with the rules.house.gov file, which this environment can't reach): OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0883,ACC-NSF-MREFC,2017,President's Budget,supplemental,SRC-CRPT-114HRPT605,114-115,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 President's Budget; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0882,ACC-NSF-MREFC,2017,House Reported,supplemental,SRC-CRPT-114HRPT605,114-115,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 House Reported; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0881,ACC-NSF-MREFC,2017,Senate Reported,supplemental,SRC-CRPT-114SRPT239,139-140,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.134-141: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0880,ACC-NSF-MREFC,2017,Enacted,supplemental,SRC-CRPT-115HRPT231,120-121,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Enacted; read by OCR of every table page; Title III pp.120-121 read from the page images; the table's FY 2017 Enacted emergency total is the unnamed NASA line alone"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0879,ACC-NSF-MREFC,2018,President's Budget,supplemental,SRC-CRPT-115HRPT231,120-121,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 President's Budget; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0878,ACC-NSF-MREFC,2018,House Reported,supplemental,SRC-CRPT-115HRPT231,120-121,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 House Reported; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0877,ACC-NSF-MREFC,2018,Senate Reported,supplemental,SRC-CRPT-115SRPT139,140-141,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.135-143: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0876,ACC-NSF-MREFC,2018,Enacted,supplemental,SRC-CRPT-115HRPT704,128-129,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Enacted; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0875,ACC-NSF-MREFC,2019,President's Budget,supplemental,SRC-CRPT-115HRPT704,128-129,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 President's Budget; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0874,ACC-NSF-MREFC,2019,House Reported,supplemental,SRC-CRPT-115HRPT704,128-129,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 House Reported; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0873,ACC-NSF-MREFC,2019,Senate Reported,supplemental,SRC-CRPT-115SRPT275,157-158,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.152-161: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0872,ACC-NSF-MREFC,2019,Enacted,supplemental,SRC-CRPT-116HRPT101,148-149,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Enacted; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0871,ACC-NSF-MREFC,2020,President's Budget,supplemental,SRC-CRPT-116HRPT101,148-149,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 President's Budget; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0870,ACC-NSF-MREFC,2020,House Reported,supplemental,SRC-CRPT-116HRPT101,148-149,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 House Reported; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0869,ACC-NSF-MREFC,2020,Senate Reported,supplemental,SRC-CRPT-116SRPT127,191-192,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.186-195: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0868,ACC-NSF-MREFC,2020,Enacted,supplemental,SRC-CRPT-116HRPT455,187-188,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Enacted; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0867,ACC-NSF-MREFC,2021,President's Budget,supplemental,SRC-CRPT-116HRPT455,187-188,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 President's Budget; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0866,ACC-NSF-MREFC,2021,House Reported,supplemental,SRC-CRPT-116HRPT455,187-188,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 House Reported; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0864,ACC-NSF-MREFC,2021,Enacted,supplemental,SRC-CRPT-117HRPT97,213-214,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 Enacted; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0863,ACC-NSF-MREFC,2022,President's Budget,supplemental,SRC-CRPT-117HRPT97,213-214,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 President's Budget; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0862,ACC-NSF-MREFC,2022,House Reported,supplemental,SRC-CRPT-117HRPT97,213-214,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0859,ACC-NSF-MREFC,2023,President's Budget,supplemental,SRC-CRPT-117HRPT395,219-220,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0858,ACC-NSF-MREFC,2023,House Reported,supplemental,SRC-CRPT-117HRPT395,219-220,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0856,ACC-NSF-MREFC,2023,Enacted,supplemental,SRC-CRPT-118SRPT62,219-220,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 Enacted; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0855,ACC-NSF-MREFC,2024,President's Budget,supplemental,SRC-CRPT-118SRPT62,219-220,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 President's Budget; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0853,ACC-NSF-MREFC,2024,Senate Reported,supplemental,SRC-CRPT-118SRPT62,219-220,"No Major Research Equipment and Facilities Construction (emergency) line anywhere in the comparative table (pp.212-225: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0803,ACC-NSF-RRA,2017,President's Budget,supplemental,SRC-CRPT-114HRPT605,114-115,"No Research and related activities (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 President's Budget; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0802,ACC-NSF-RRA,2017,House Reported,supplemental,SRC-CRPT-114HRPT605,114-115,"No Research and related activities (emergency) line anywhere in the comparative table (pp.106-118: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 House Reported; read by OCR of every table page; Title III pp.114-115 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0801,ACC-NSF-RRA,2017,Senate Reported,supplemental,SRC-CRPT-114SRPT239,139-140,"No Research and related activities (emergency) line anywhere in the comparative table (pp.134-141: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0800,ACC-NSF-RRA,2017,Enacted,supplemental,SRC-CRPT-115HRPT231,120-121,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2017 Enacted; read by OCR of every table page; Title III pp.120-121 read from the page images; the table's FY 2017 Enacted emergency total is the unnamed NASA line alone"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0799,ACC-NSF-RRA,2018,President's Budget,supplemental,SRC-CRPT-115HRPT231,120-121,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 President's Budget; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0798,ACC-NSF-RRA,2018,House Reported,supplemental,SRC-CRPT-115HRPT231,120-121,"No Research and related activities (emergency) line anywhere in the comparative table (pp.111-124: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 House Reported; read by OCR of every table page; Title III pp.120-121 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0797,ACC-NSF-RRA,2018,Senate Reported,supplemental,SRC-CRPT-115SRPT139,140-141,"No Research and related activities (emergency) line anywhere in the comparative table (pp.135-143: Title III, Title V General Provisions and any Other Appropriations sections) for FY2018 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0795,ACC-NSF-RRA,2019,President's Budget,supplemental,SRC-CRPT-115HRPT704,128-129,"No Research and related activities (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 President's Budget; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0794,ACC-NSF-RRA,2019,House Reported,supplemental,SRC-CRPT-115HRPT704,128-129,"No Research and related activities (emergency) line anywhere in the comparative table (pp.120-135: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 House Reported; read by OCR of every table page; Title III pp.128-129 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0792,ACC-NSF-RRA,2019,Enacted,supplemental,SRC-CRPT-116HRPT101,148-149,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2019 Enacted; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0791,ACC-NSF-RRA,2020,President's Budget,supplemental,SRC-CRPT-116HRPT101,148-149,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 President's Budget; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0790,ACC-NSF-RRA,2020,House Reported,supplemental,SRC-CRPT-116HRPT101,148-149,"No Research and related activities (emergency) line anywhere in the comparative table (pp.139-152: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 House Reported; read by OCR of every table page; Title III pp.148-149 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0789,ACC-NSF-RRA,2020,Senate Reported,supplemental,SRC-CRPT-116SRPT127,191-192,"No Research and related activities (emergency) line anywhere in the comparative table (pp.186-195: Title III, Title V General Provisions and any Other Appropriations sections) for FY2020 Senate Reported; read by text layer"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0787,ACC-NSF-RRA,2021,President's Budget,supplemental,SRC-CRPT-116HRPT455,187-188,"No Research and related activities (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 President's Budget; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0786,ACC-NSF-RRA,2021,House Reported,supplemental,SRC-CRPT-116HRPT455,187-188,"No Research and related activities (emergency) line anywhere in the comparative table (pp.178-197: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 House Reported; read by OCR of every table page; Title III pp.187-188 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0784,ACC-NSF-RRA,2021,Enacted,supplemental,SRC-CRPT-117HRPT97,213-214,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2021 Enacted; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0783,ACC-NSF-RRA,2022,President's Budget,supplemental,SRC-CRPT-117HRPT97,213-214,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 President's Budget; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0782,ACC-NSF-RRA,2022,House Reported,supplemental,SRC-CRPT-117HRPT97,213-214,"No Research and related activities (emergency) line anywhere in the comparative table (pp.204-218: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 House Reported; read by OCR of every table page; Title III pp.213-214 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0780,ACC-NSF-RRA,2022,Enacted,supplemental,SRC-CRPT-117HRPT395,219-220,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2022 Enacted; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0779,ACC-NSF-RRA,2023,President's Budget,supplemental,SRC-CRPT-117HRPT395,219-220,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 President's Budget; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0778,ACC-NSF-RRA,2023,House Reported,supplemental,SRC-CRPT-117HRPT395,219-220,"No Research and related activities (emergency) line anywhere in the comparative table (pp.210-230: Title III, Title V General Provisions and any Other Appropriations sections) for FY2023 House Reported; read by OCR of every table page; Title III pp.219-220 and p.224 read from the page images"
ABSENT_NO_LINE,$0 supplemental observation,OBS-0772,ACC-NSF-RRA,2024,Enacted,supplemental,SRC-CRPT-118HRPT582,247-248,"No Research and related activities (emergency) line anywhere in the comparative table (pp.235-251: Title III, Title V General Provisions and any Other Appropriations sections) for FY2024 Enacted; read by OCR of every table page; Title III pp.247-248 read from the page images"
